3830.8,-2977.6,19.956
3835.5,-2934.6,19.956
3886.2,-3035.9,19.956
3892.1,-2888.9,19.956
3950.7,-2914.1,19.956
3969.4,-3069.6,19.956
4022.7,-3024.9,19.956
4034.3,-2968.9,19.956
3752.7,-2987.2,39.956
3765.1,-2873.6,39.956
3775,-3066.5,39.956
3819.3,-3131.1,39.956
3828.2,-2828.1,39.956
3894.5,-3176.7,39.956
3970.2,-2816.3,39.956
4004.2,-3191.4,39.956
4110.4,-3182.8,39.956
4136.9,-2903.7,39.956
4169.4,-3129.4,39.956
4177.4,-2986.9,39.956
4188.4,-3078,39.956
3638.8,-3000,69.956
3664,-3088.3,69.956
3680.6,-2881.9,69.956
3717.6,-3166.4,69.956
3747.3,-2793.4,69.956
3792.5,-3222,69.956
3877.3,-2750.1,69.956
3897.7,-3275.3,69.956
4029,-3290.7,69.956
4065.2,-2755.2,69.956
4128,-3302.9,69.956
4151,-2773.6,69.956
4207.9,-2816.4,69.956
4254.7,-3261.7,69.956
4279.6,-2869.7,69.956
4303.5,-3192.5,69.956
4321.1,-3084.6,69.956
4330.7,-2959.9,69.956
3325.6,-2996.3,89.956
3362.8,-3048.4,89.956
3383.6,-2942.9,89.956
3463.8,-3065,89.956
3495.7,-2951,89.956
3227.8,-3012.9,109.96
3253.6,-2951.8,109.96
3253.7,-3078,109.96
3305.6,-3141.7,109.96
3311.9,-2887.4,109.96
3389.5,-2830.2,109.96
3405.7,-3187.1,109.96
3425.7,-2844.7,109.96
3489.9,-3189.8,109.96
3507.1,-2867.3,109.96
3541.7,-2866.2,109.96
3552.9,-3180.9,109.96
3557.1,-2857.9,109.96
3603.9,-3206.9,109.96
3631.1,-3234.4,109.96
3654.7,-2783.7,109.96
3764.1,-3327.3,109.96
3810.9,-2698.1,109.96
3890.5,-3362.5,109.96
3962.9,-2676.6,109.96
4054.2,-3379,109.96
4137.4,-2695.6,109.96
4205.7,-3370.7,109.96
4243.9,-2741.2,109.96
4339.6,-3308.8,109.96
4376.9,-2836.4,109.96
4411.1,-3240.3,109.96
4449.5,-2927.3,109.96
4456.3,-3049.3,109.96
3100.8,-3061.9,149.96
3127.8,-3160.1,149.96
3144.7,-2912.8,149.96
3182.1,-3217.3,149.96
3223.2,-2824.7,149.96
3277.6,-3269.1,149.96
3324.7,-2761.6,149.96
3393.3,-3299.5,149.96
3428.6,-2758.5,149.96
3487.9,-3315.9,149.96
3525.6,-2763.9,149.96
3595.5,-3328.4,149.96
3654.7,-2717.3,149.96
3661.6,-3354.9,149.96
3751.1,-2678.4,149.96
3823.9,-3415.6,149.96
3934.4,-2624.7,149.96
3948.7,-3430.8,149.96
4117,-3438.6,149.96
4173.5,-2648.2,149.96
4278.1,-3404.1,149.96
4316.9,-2690.5,149.96
4405.5,-3344.2,149.96
4439,-2787.5,149.96
4492.1,-3207.6,149.96
4528.6,-3084.9,149.96
4528.8,-2947.7,149.96
2983.3,-3022.5,199.96
3008.6,-3169.5,199.96
3032.1,-2917.9,199.96
3086.4,-3300.4,199.96
3118.9,-2843.3,199.96
3183.4,-2787.9,199.96
3220.4,-3364.6,199.96
3281,-2711.5,199.96
3392.7,-3383.6,199.96
3398.8,-2680,199.96
3523.9,-2686.4,199.96
3540.9,-3410.6,199.96
3611.6,-2647.2,199.96
3700,-3438.1,199.96
3718.6,-2615.4,199.96
3797.3,-3498.8,199.96
3819,-2585.5,199.96
3898.8,-3502.2,199.96
3986,-2568.9,199.96
4082,-3517.1,199.96
4115.5,-2573.2,199.96
4210.1,-2587.4,199.96
4269.7,-3461.4,199.96
4390.6,-2619.9,199.96
4474.2,-2704.6,199.96
4494.5,-3329.4,199.96
4535.1,-2757.5,199.96
4607.5,-3182.7,199.96
4664.3,-2837.1,199.96
4679.3,-3100.9,199.96
4718.5,-2896.4,199.96
4735.6,-2967.8,199.96
2873.7,-3067.6,269.96
2877.2,-2961.5,269.96
2911.6,-3228.2,269.96
2976.8,-2827.6,269.96
2985.5,-3345.7,269.96
3125.8,-3416.8,269.96
3126.6,-2741.8,269.96
3241.3,-2670.3,269.96
3275.6,-3461.6,269.96
3316,-2635.2,269.96
3438.8,-3493.6,269.96
3467.9,-2615.9,269.96
3603,-2580.5,269.96
3623.7,-3521.8,269.96
3738.9,-3565.5,269.96
3780.8,-2500.1,269.96
3880.4,-3601.2,269.96
3932.8,-2476.4,269.96
4088.2,-2483.8,269.96
4118.8,-3582.5,269.96
4233.3,-2475.3,269.96
4248.9,-3569.1,269.96
4397.2,-2485.2,269.96
4398,-3503.3,269.96
4516.8,-2529,269.96
4549.1,-3379.9,269.96
4595.6,-2629,269.96
4675.3,-2702.4,269.96
4744.2,-3231.5,269.96
