-87931.62959459994	-11338.123126351087	-0.0669
-87923.45778938965	-11254.191422021882	-0.0669
-87878.9460456409	-11426.271752415701	-0.0669
-87829.76775054167	-11271.527328247546	-0.0669
-87826.99132425185	-11434.444987600538	-0.0669
-87785.7858032121	-11391.257734899738	-0.0669
-88017.99838010341	-11383.62001603222	24.9331
-88017.34399943937	-11273.184014538385	24.9331
-87989.9075536303	-11469.198396830518	24.9331
-87964.46999917671	-11197.0962101002	24.9331
-87903.600345262	-11521.082961237193	24.9331
-87885.81480942128	-11161.4235219966	24.9331
-87809.44923700269	-11528.265330591505	24.9331
-87787.04728715036	-11194.978454398017	24.9331
-87717.28701027708	-11291.170011504475	24.9331
-87716.55389278347	-11467.076351204729	24.9331
-87687.81154559541	-11378.264764628871	24.9331
-88093.16118576983	-11374.392907907166	49.9331
-88087.36488459863	-11246.748444381587	49.9331
-88082.87162485735	-11467.883915604314	49.9331
-88028.22779385527	-11160.770571307103	49.9331
-88012.38681033767	-11548.119914770075	49.9331
-87952.21014639945	-11119.164128016631	49.9331
-87922.91512319965	-11594.334192224935	49.9331
-87837.15916086856	-11114.21408878761	49.9331
-87815.7094675343	-11602.10936510812	49.9331
-87736.1965760404	-11579.557091469309	49.9331
-87730.01794228744	-11155.416749878288	49.9331
-87673.49837420021	-11511.182882779149	49.9331
-87633.68607121625	-11274.6173601113	49.9331
-87600.91010372371	-11449.07176456968	49.9331
-87593.26666495805	-11344.767119439008	49.9331
-88189.22529868237	-11345.321225425285	74.9331
-88160.41708443554	-11255.059133582092	74.9331
-88156.51662822314	-11489.249152210843	74.9331
-88095.54526965614	-11138.81825106984	74.9331
-88077.5922503345	-11575.682374798533	74.9331
-87975.92228755438	-11641.346024257635	74.9331
-87972.84941538505	-11061.540549650304	74.9331
-87840.19476546983	-11053.029399324438	74.9331
-87822.82739980439	-11662.832985159946	74.9331
-87728.54455742754	-11667.114343979585	74.9331
-87708.19592619316	-11122.977267552249	74.9331
-87617.86510734214	-11214.288942412057	74.9331
-87614.81806294459	-11531.289495396493	74.9331
-87539.26434484919	-11435.882623097059	74.9331
-87526.14822030801	-11339.09397253812	74.9331
-88216.91377293022	-11410.924727723763	99.9331
-88213.36124168057	-11236.666494467137	99.9331
-88211.10746193727	-11507.119144779293	99.9331
-88161.41224018967	-11116.931797891342	99.9331
-88124.46805832606	-11615.705148729605	99.9331
-88067.26542185395	-11028.183218425178	99.9331
-88008.35890993134	-11683.47797404368	99.9331
-87914.04022996097	-11014.792185852659	99.9331
-87850.64760816976	-11731.337497993096	99.9331
-87764.04395392195	-11040.498928439452	99.9331
-87733.09081445677	-11735.222224485618	99.9331
-87656.63783713125	-11107.876551400945	99.9331
-87642.63541136088	-11663.747974109961	99.9331
-87541.36923078056	-11546.252757532131	99.9331
-87505.38436707755	-11233.931625668984	99.9331
-87453.48693290006	-11435.417263762107	99.9331
-87448.5469034928	-11326.629368711898	99.9331
-88280.53697354217	-11435.65204427631	124.9331
-88275.79883523479	-11235.284716207636	124.9331
-88234.4444203831	-11572.920248254062	124.9331
-88218.31414085867	-11057.661543055923	124.9331
-88159.07972361677	-11673.726789397586	124.9331
-88126.47552952876	-10955.726682066206	124.9331
-88064.86131832415	-11711.43563642472	124.9331
-87976.41338643096	-10979.982919385662	124.9331
-87861.45838565422	-11777.358464195271	124.9331
-87804.4619302056	-11002.326152051903	124.9331
-87720.89110884014	-11786.64857943002	124.9331
-87703.45206798764	-11050.517871244207	124.9331
-87673.81626969774	-11774.251272637097	124.9331
-87628.39239694805	-11702.185648707102	124.9331
-87546.79320919175	-11153.562462411159	124.9331
-87544.59671665997	-11617.327515631601	124.9331
-87462.7927778547	-11224.237728234442	124.9331
-87462.51500987429	-11538.20553656668	124.9331
-87410.69631252639	-11453.348833465714	124.9331
-87405.82215017788	-11346.011443682843	124.9331
-88340.86396126688	-11451.80806334237	149.9331
-88333.884912987	-11234.100539124425	149.9331
-88289.49632350857	-11600.943777693865	149.9331
-88283.78447906509	-11059.049041213566	149.9331
-88179.81631910091	-10914.06009161511	149.9331
-88136.72791110333	-11693.637230813174	149.9331
-88034.96482351812	-10893.02133035333	149.9331
-87991.80625853817	-11767.078913104531	149.9331
-87885.4954839492	-10930.33211507881	149.9331
-87858.95114749759	-11818.170212856972	149.9331
-87683.04480779733	-11817.43709536336	149.9331
-87619.78526186803	-11032.514714583695	149.9331
-87581.84163432669	-11765.346349933183	149.9331
-87491.05832591154	-11654.642590280688	149.9331
-87434.18073480963	-11170.304135133416	149.9331
-87410.29539027566	-11572.553733622331	149.9331
-87350.36789482714	-11469.169797339815	149.9331
-87340.08977371093	-11306.844941515697	149.9331
-88395.06245257749	-11397.021058426486	174.9331
-88388.4113096169	-11218.54304348538	174.9331
-88356.94839337603	-11517.938502110957	174.9331
-88331.91605109676	-11030.70046640355	174.9331
-88300.10949981672	-11642.613228094031	174.9331
-88231.04650284356	-10889.931298489577	174.9331
-88194.35148946966	-11714.276499798769	174.9331
-88123.3812077414	-10855.57595156125	174.9331
-88028.00159318827	-11795.95871430826	174.9331
-87982.94566504484	-10867.767077330673	174.9331
-87919.93680580994	-11848.831284596392	174.9331
-87827.34353913824	-10930.065786894686	174.9331
-87757.41434880951	-11854.757889910588	174.9331
-87696.53173689386	-10994.14576699439	174.9331
-87636.89210747763	-11825.346862313143	174.9331
-87583.22627253526	-11763.829977607083	174.9331
-87541.19164924776	-11094.223480567905	174.9331
-87506.28791623129	-11669.939477633747	174.9331
-87424.53554473942	-11598.070024905508	174.9331
-87397.85080609293	-11202.47728927533	174.9331
-87363.28784816657	-11529.629949156586	174.9331
-87334.15458854953	-11336.184382156238	174.9331
-87334.08443156716	-11430.664825709377	174.9331
-88477.14987926131	-11348.235105730773	224.9331
-88467.20109343894	-11193.162776243336	224.9331
-88418.13308283921	-11520.974106712229	224.9331
-88397.05562403484	-11056.81242116467	224.9331
-88341.90925435988	-11666.878045260697	224.9331
-88323.02113821461	-10898.836221193491	224.9331
-88245.24947796941	-11746.84914621687	224.9331
-88202.04068742043	-10795.317690844377	224.9331
-88110.4813622756	-11819.829759096881	224.9331
-88079.27610614151	-10780.54345003782	224.9331
-87949.47241765223	-11891.094968499967	224.9331
-87923.27877788231	-10834.139127997816	224.9331
-87786.07215103971	-10885.42802892655	224.9331
-87765.45584987683	-11903.811600764962	224.9331
-87630.89105525747	-11853.235797686348	224.9331
-87591.8318894106	-10993.08617415603	224.9331
-87572.80640747979	-11822.4429918294	224.9331
-87505.1638863087	-11741.211836909508	224.9331
-87457.45754609484	-11106.746801580217	224.9331
-87441.6738497888	-11687.408547951474	224.9331
-87365.19656289618	-11603.671584849491	224.9331
-87323.0159057458	-11250.933906677225	224.9331
-87310.74175322318	-11492.77165399524	224.9331
-87287.01245237383	-11354.313553036136	224.9331
-88649.10562541029	-11229.960924244058	299.9331
-88625.63693284693	-11161.258810234616	299.9331
-88593.58693297532	-11319.691789693537	299.9331
-88537.95080616818	-11086.75181520676	299.9331
-88511.42934930914	-11462.958185942389	299.9331
-88461.38191267516	-11577.15003976029	299.9331
-88407.87498136649	-10910.971489725895	299.9331
-88340.19242090842	-11725.095857130433	299.9331
-88324.01486399419	-10792.685868442899	299.9331
-88247.88416031995	-11804.869356910314	299.9331
-88194.19821750396	-10718.638512851852	299.9331
-88111.45355020704	-10720.942429934046	299.9331
-88093.00657205973	-11883.123624415026	299.9331
-87998.70934170739	-10734.78309212163	299.9331
-87919.47144647498	-11934.608696545514	299.9331
-87836.71096122802	-10816.267705454833	299.9331
-87787.80480244121	-11947.85512522969	299.9331
-87708.4708342245	-10872.963425100328	299.9331
-87654.030412527	-11914.68538535911	299.9331
-87579.89994195262	-10954.3836013493	299.9331
-87517.55547320348	-11822.044929527749	299.9331
-87445.45973157811	-11066.59372350615	299.9331
-87398.29042588625	-11692.285570249058	299.9331
-87329.46086768288	-11616.922303457273	299.9331
-87322.36009510723	-11172.474888123546	299.9331
-87269.00500578972	-11533.911307976225	299.9331
-87251.87385061302	-11284.687870229467	299.9331
-87241.51699266724	-11408.705355599437	299.9331
-88653.65760233765	-11170.16087298946	374.9331
-88650.1552084269	-11349.099957341912	374.9331
-88590.63149517817	-11062.557155022461	374.9331
-88574.19484818264	-11500.805916959725	374.9331
-88494.8738379669	-11610.513090883556	374.9331
-88475.52322243572	-10864.294712885154	374.9331
-88348.80661763098	-10762.49015603843	374.9331
-88312.9592961738	-11797.55382346394	374.9331
-88162.81689804174	-10667.737664403026	374.9331
-88146.14833048107	-11869.08250110208	374.9331
-88010.7874112584	-11929.008566576067	374.9331
-87976.62385737807	-10696.541588726246	374.9331
-87868.76819920244	-11970.341531809738	374.9331
-87754.88986272833	-10806.901713339574	374.9331
-87730.2456611591	-11960.64334445159	374.9331
-87616.0538073412	-11910.595907817622	374.9331
-87584.582223023	-10929.461543569532	374.9331
-87508.85101162494	-11854.41711482049	374.9331
-87460.19536307221	-11807.207681611499	374.9331
-87416.97799267602	-11047.538123879955	374.9331
-87368.22501762478	-11702.371810087112	374.9331
-87308.29609220171	-11630.964856744753	374.9331
-87296.25100029517	-11173.660495181293	374.9331
-87243.09494212849	-11507.471447895821	374.9331
-87216.20116250942	-11363.343059984902	374.9331
